team,name,season_year,games_played,Volume,Qualite,Penetration,Rebonds,Finishing,RecoveryPossession,PuckExchanges,cluster,distance_to_centroid
TOR,TOR,2022-2023,82,0.4478366305774647,2.1818611155537,0.8268125586274887,-0.42562228388863294,-0.27368954875623064,0.1413270255476245,1.0226140970668949,1,2.8225000504335696
DAL,DAL,2022-2023,82,0.11799804730380489,-0.4301561275814136,-1.3330120419223406,0.02855599017094205,0.36337659780646514,-0.652472413440542,0.828455976254826,1,1.6036864051193065
SEA,SEA,2022-2023,82,0.30696225459943144,-1.0066513095916563,-0.4085216050288514,-1.115187370843385,2.610045099016137,2.689757978294026,0.6820809936123611,3,3.4208997090165134
NYR,NYR,2022-2023,82,-0.2991261666363313,-1.5293451511247227,0.3065840626594028,-1.180569702514741,1.4244467758948527,-0.13730960090918512,1.4708898053558948,1,2.677758338942886
SJS,SJS,2022-2023,82,-0.2033159577545532,2.116217226770185,-0.9897095987035924,0.16935182422754072,-0.7084213243577625,1.0424670528098856,0.5603369007291803,2,2.722916077285387
CAR,CAR,2022-2023,82,2.4784858356235295,-0.2584584447651257,-2.1927640057028035,3.7476881061684235,-1.423670877987566,1.641372938715613,1.1212226375087428,5,4.7022446781182206
MIN,MIN,2022-2023,82,-0.3223825272677311,-1.190826449526797,-1.686321509107442,-0.39918045294648463,-0.8580530771270336,0.40240413856951307,-1.6246826391391893,1,2.5470140456761023
CBJ,CBJ,2022-2023,82,-0.9994369917506788,-0.6412277850703167,-0.7243858538070639,-0.3848798137897662,-1.1055253909037208,0.2067324945748955,-0.32980849523414385,1,1.3975974198496905
PHI,PHI,2022-2023,82,-0.4902649172218529,-0.6193419848086897,0.5349942116515137,-0.3902431831352253,-0.31464834517009116,-0.6817068820043054,-1.417431376305458,1,1.9183044550230444
ARI,ARI,2022-2023,82,-1.5757782896969952,0.478905982327464,-0.24452039834184947,-0.8499651516881945,0.2225907316435861,-1.489006864580121,-2.032170196026208,1,2.4496110627277203
LAK,LAK,2022-2023,82,0.5213352188613951,-0.2136707483365303,0.5160799328747838,-0.3043128501249437,-0.29413537692442954,-0.8891687029961263,-1.2137741847297419,1,1.7207109783222672
TBL,TBL,2022-2023,82,0.31456753469332127,1.1260428084618959,-0.525836035276825,0.32823292802404264,-0.3984111440259674,0.9775142865817905,0.060644542657600616,1,2.195731314376763
DET,DET,2022-2023,82,-1.4267432527131907,-1.2991355191351048,0.12840749558796252,-6.217927121858789e-5,0.3995287098957536,-0.8077281416275621,-0.6940587988561414,1,1.7994885192394898
COL,COL,2022-2023,82,0.3510469496403466,-1.007572807641165,0.6336122566313585,-1.3747478397747066,0.1427302519216875,1.360963574843378,0.07183126709809254,1,2.6556488692272313
