team,name,season_year,games_played,iceTime_minutes,input_shotAttempts_per60,input_unblockedShots_per60,input_shotsOnGoal_per60,input_xGoals_per60,input_corsi_pct,input_fenwick_pct,input_xG_per_shotAttempt,input_xG_per_unblockedShot,input_xG_per_SOG,input_pct_highDanger,input_pct_mediumDanger,input_pct_lowDanger,input_ratio_HD_LD,input_ratio_HD_MD,input_ratio_MD_LD,input_shot_completion_rate,input_unblocked_rate,input_blocked_shot_rate,input_missed_net_rate,input_rebounds_per60,input_takeaways_per60,input_giveaways_per60,input_takeaway_giveaway_ratio,input_xG_per_rebound,input_pct_xG_from_rebounds,input_penalty_differential_per60,input_penalties_taken_per60,input_faceoff_win_pct,input_hits_per60,input_zone_exit_success,output_goals_per60,output_goals_pct,output_xGoals_pct,output_ratio_GF_xG,output_shooting_pct_SOG,output_shooting_pct_unblocked,output_shooting_pct_attempts,output_shooting_pct_vs_expected,output_goals_above_expected,output_pct_goals_highDanger,output_pct_goals_mediumDanger,output_pct_goals_lowDanger,output_reboundGoals_per60,output_rebound_conversion,output_shooting_pct_HD,output_shooting_pct_MD,output_shooting_pct_LD,output_HD_goals_vs_xG,output_MD_goals_vs_xG,output_LD_goals_vs_xG
NYI,NYI,2024-2025,82,4151.783333333334,58.94816283765611,42.22763711979189,27.50143512627104,2.5365485514256925,0.5,0.51,0.04303015444962001,0.060068446269678305,0.09223331581713085,0.059548254620123205,0.16940451745379878,0.771047227926078,0.07723035952063914,0.3515151515151515,0.2197070572569907,0.4665359156656043,0.7163520470703604,0.2836479529296396,0.3487337440109514,3.1360017984239703,5.159228765149113,15.853428446410579,0.325432999088423,0.201889400921659,0.24960118505013673,0.3901937721541346,2.630195056742685,0.546147563299755,24.900143311910146,0.5430056710775047,2.3411626329248074,0.5015479876160991,0.5000997236231017,1.002895950396663,0.08512874408828167,0.055441478439425054,0.039715616572689384,-0.007104571728849179,-13.52000000000001,0.14814814814814814,0.4382716049382716,0.41358024691358025,0.33238728739055906,0.10599078341013825,0.13793103448275862,0.14343434343434344,0.029738126941855306,0.5006257822277848,1.1330992658793488,1.031721589159224
SEA,SEA,2024-2025,82,4084.8,56.448296122209165,40.7021151586369,25.9400705052879,2.2621915393654524,0.48,0.48,0.040075461878740566,0.05557921328040418,0.0872083805209513,0.04511006856730422,0.16420064958498737,0.7906892818477084,0.057051574623459604,0.27472527472527475,0.20766773162939298,0.45953682019255787,0.7210512620348686,0.2789487379651314,0.36268495128112593,2.6586368977673325,5.3613396004700355,15.305522914218566,0.3502879078694818,0.19099447513812154,0.2244659437698851,0.4700352526439483,3.128672150411281,0.48693259972489683,23.883666274970622,0.5534219596258001,2.4676850763807288,0.4772727272727273,0.46143935762224353,1.0343130021073013,0.09513023782559456,0.06062793215445687,0.04371584699453552,0.00792185730464326,13.990000000000009,0.13095238095238096,0.38095238095238093,0.4880952380952381,0.2643948296122209,0.09944751381215469,0.176,0.14065934065934066,0.037425832952989506,0.6164191650322219,1.1218229623137599,1.3381201044386424
OTT,OTT,2024-2025,82,3958.766666666667,57.911975952106296,41.17949192930458,27.69044230947349,2.4016570817510505,0.5,0.5,0.04147081915728867,0.058321678321678325,0.08673234811165846,0.06256900993743099,0.16451969083548032,0.7729112992270887,0.08095238095238096,0.38031319910514544,0.21285714285714286,0.47814708191572886,0.7110704004187386,0.28892959958126146,0.3275671696724328,2.8645285147731196,5.092495137374435,14.049830334363397,0.36245954692556637,0.1979365079365079,0.23608481635744033,0.3485934171417024,4.061871121477227,0.5204826038159371,30.373095997911808,0.585878818227341,2.1218729739060147,0.4713804713804714,0.49834890083970185,0.9458844407727407,0.07662835249042145,0.05152741994847258,0.036639623135304895,-0.01010399562123701,-18.460000000000008,0.22857142857142856,0.3357142857142857,0.4357142857142857,0.3637496526696025,0.12698412698412698,0.18823529411764706,0.10514541387024609,0.029047619047619048,0.6944444444444444,0.8457800971747346,1.0733767376385712
LAK,LAK,2024-2025,82,4073.9333333333334,61.17920437251469,43.608961036835815,27.496768070169697,2.6200723297713924,0.53,0.54,0.0428261916225325,0.060081053698074975,0.09528655597214783,0.060452549814251945,0.17055048969942588,0.7689969604863222,0.07861220904699165,0.35445544554455444,0.22178304787000439,0.4494463168030814,0.7128069330765527,0.28719306692344726,0.3694697737250929,3.2842952756549773,4.315239981017527,15.037064916788035,0.28697355533790403,0.21533632286995516,0.2699269252388983,-0.4123778821450196,3.696673157799997,0.5008287292817679,24.2272005760199,0.5570563577084303,2.62154510792191,0.5874587458745875,0.5522272233431632,1.06379895999718,0.09534011783610069,0.06011482607227288,0.04285026480500722,5.356186395286122e-5,0.09999999999999432,0.19662921348314608,0.3089887640449438,0.4943820224719101,0.5007445711760952,0.15246636771300448,0.19553072625698323,0.10891089108910891,0.03864734299516908,0.6758061401815022,0.8692903429745534,1.400381922342457
DAL,DAL,2024-2025,82,4026.8166666666666,57.8124159282146,40.2898898633743,26.80529284919022,2.6440240222839377,0.5,0.48,0.04573453608247422,0.06562499999999999,0.09863813229571984,0.0613905325443787,0.21153846153846154,0.7270710059171598,0.0844354018311292,0.2902097902097902,0.29094608341810785,0.463659793814433,0.6969072164948453,0.3030927835051546,0.33468934911242604,3.248223369162573,4.797834517753891,17.850328423196157,0.2687813021702838,0.1822018348623853,0.2238377007607777,0.3874027871478298,3.1737228331726053,0.5301871869232797,17.284124349672407,0.555440414507772,2.7118195100348084,0.5384615384615384,0.5004230118443316,1.076012744651798,0.10116731517509728,0.0673076923076923,0.04690721649484536,0.002529182879377437,4.550000000000011,0.1813186813186813,0.4065934065934066,0.41208791208791207,0.3725026799498363,0.11467889908256881,0.19879518072289157,0.12937062937062938,0.03814852492370295,0.7318695941450432,1.0174618451808057,1.2577561630051988
CHI,CHI,2024-2025,82,4172.316666666667,48.2178166406353,34.49881960062156,23.51211756857701,2.0856039210830115,0.44,0.44,0.043253802564867286,0.060454355981659026,0.08870336391437308,0.06169237182159233,0.1763234681117132,0.7619841600666944,0.08096280087527352,0.34988179669030733,0.2314004376367615,0.48762302415747094,0.7154786758127051,0.284521324187295,0.31846602751146313,2.4303045070883877,5.1769800150995255,15.24333004445971,0.33962264150943394,0.19366863905325443,0.2256774460456457,-0.5320785015518956,3.5088420102341225,0.44619347452776187,21.08181306148862,0.6032018296169239,2.171455506333412,0.42178770949720673,0.43091870691704304,0.9788103944589388,0.09235474006116208,0.06294289287203002,0.04503429764390098,0.0036513761467889955,5.969999999999999,0.1456953642384106,0.36423841059602646,0.4900662251655629,0.2876100008388625,0.11834319526627218,0.14864864864864866,0.13002364066193853,0.04048140043763676,0.5249343832020997,1.0414694186707063,1.4708805406479823
